Stock Code,Tahun,Jan,Feb,Mar,Apr,Mei,Jun,Jul,Agu,Sep,Okt,Nov,Des
KJEN,2022,-35.45,-3.52,-51.82,-61.82,-12.7,72.73,-27.89,-42.34,254.43,-24.29,-13.21,-1.63
KJEN,2023,-33.15,-14.05,15.38,37.5,-7.88,-7.24,-21.99,-7.27,0,1.96,-1.92,-12.75
KKES,2022,,,,,,,,61.9,-11.76,-2.67,-8.9,-4.51
KKES,2023,-21.26,5,-0.95,-14.42,-11.24,-11.39,-4.29,-13.43,-12.07,-1.96,0,0
KKGI,2019,-3.95,-5.88,-1.88,-10.83,-27.14,0,7.84,-4.55,1.9,11.21,0,-0.84
KKGI,2020,-5.93,-10.36,-18.59,19.75,7.22,-1.92,1.96,-8.17,2.62,01.02,22.22,9.92
KKGI,2021,15.04,-3.27,-2.03,-1.38,-11.19,-8.66,7.76,5.6,12.12,8.78,-9.32,-9.59
KKGI,2022,21.21,18.75,8.42,16.02,33.89,-22.19,24.5,-0.81,0,3.25,-19.69,-21.57
KKGI,2023,6,-2.36,2.9,15.96,-11.34,7.76,5.93,-2.4,14.75,-27.5,-4.93,-4.66
KLAS,2023,,,,,,-27.4,17.92,-36.8,25.32,-25.25,27.03,-10.64
KLBF,2019,5.26,-6.56,1.67,1.64,-9.06,3.91,0.68,14.97,-0.89,-4.78,-4.39,6.23
KLBF,2020,-11.73,-14.69,-1.64,20,-1.74,3.18,7.19,0.96,-1.9,-1.61,-1.31,-1.66
KLBF,2021,-1.01,0.34,6.8,-8.28,0.69,-3.45,-10,6.75,6.32,11.89,0,0.94
KLBF,2022,1.55,0.3,-2.13,1.86,2.13,-0.9,-2.41,3.7,8.93,12.02,0.98,0.97
KLBF,2023,-1.44,2.43,-0.47,0.95,-4.25,0.99,-6.59,-5.22,-3.31,-3.7,-4.44,-0.31
KLIN,2022,,,,,,,,-44,-3.57,-12.96,-8.51,-18.6
KLIN,2023,-8.57,-15.62,-3.7,15.38,10,06.06,22.86,0,-11.63,-5.26,-8.33,-15.15
KMDS,2020,,,,,,,,,88.33,2.65,-28.28,12.98
KMDS,2021,13.83,-14.77,10.75,-0.99,-2.4,-0.82,-0.83,-2.08,-1.7,8.23,-8,-5.65
KMDS,2022,0.92,2.28,-4.46,5.14,8.89,19.39,15.38,-18.52,-0.91,-1.83,6.54,0.88
KMDS,2023,-2.61,15.18,4.65,-11.85,-10.08,-5.61,0.99,-6.27,-2.93,-2.16,-0.88,-5.78
KMTR,2019,31.11,3.95,-11.41,-1.84,-1.88,8.92,-3.51,-3.03,-1.88,-1.27,1.94,0
KMTR,2020,-8.86,-16.67,-0.83,13.45,-13.33,1.71,32.77,0.63,-8.18,14.38,4.19,-4.02
KMTR,2021,4.79,17.14,2.44,09.05,-10.92,-5.39,-6.74,-0.56,-1.12,-5.08,2.38,-2.91
KMTR,2022,4.79,-16,1.36,-1.34,0,-4.76,2.14,0,-4.2,1.46,-2.88,-4.44
KMTR,2023,0.78,0.77,-1.53,0.78,-3.08,5.56,11.28,-4.73,4.26,-1.36,-1.38,-2.8
KOBX,2019,9.32,7.95,-3.68,-3.28,-6.78,11.52,-2.72,-13.41,-3.87,-6.04,-20,6.25
KOBX,2020,-7.56,-11.82,-34.02,48.44,-4.21,2.2,-2.15,10.99,-3.96,5.15,0.98,14.56
KOBX,2021,-5.08,4.46,9.4,1.56,38.46,-7.78,-4.22,10.69,0.57,4.52,34.05,-4.03
KOBX,2022,4.2,12.1,0.72,29.29,47.79,-21.87,8.13,-23.89,4.65,18.33,-10.33,-7.85
KOBX,2023,2.27,-10,-10.49,-14.48,-7.26,-1.74,20.35,-20.59,-4.63,-13.11,-3.35,-9.25
KOCI,2023,,,,,,,,,,-55.83,-5.66,0
KOIN,2019,8.62,5.56,-15.04,-8.85,3.88,12.15,-17.08,-23.62,28.29,-14.87,12.65,-41.18
KOIN,2020,26.36,0.72,-21.43,10,-17.36,-1,01.01,0,-2,02.04,-3,4.12
KOIN,2021,62.38,-10.98,1.37,12.16,1.81,-2.96,-3.66,3.8,-1.22,-1.23,2.5,-2.44
KOIN,2022,-3.12,0,-0.65,2.6,-5.06,0.67,-0.66,0.67,1.99,-9.09,-0.71,-8.63
KOIN,2023,3.15,-3.82,-6.35,0.85,-41.18,2.86,2.78,1.35,8,-1.23,0,1.25
KOKA,2023,,,,,,,,,,-35.16,-38.55,-1.96
KONI,2019,-44.17,27.61,-6.43,-33.13,68.22,-8.33,16.97,50.26,44.83,-27.38,21.31,-14.86
KONI,2020,-4.76,0,-17.67,-13.36,0,28.5,-12,1.65,-0.41,-2.04,-2.08,1.28
KONI,2021,-36.97,-13.33,3.85,631.48,-20.76,-28.75,-11.66,-0.51,-10.71,10.29,-12.95,17.86
KONI,2022,335.35,-44.78,-27.94,8.45,0,-20.16,13.47,-15.13,22.38,18.86,26.92,15.15
KONI,2023,-33.55,46.53,-34.63,-30.49,-15.61,-3.52,50.23,-6.38,-9.42,-7.53,-5.43,-16.8
KOPI,2019,02.05,-6.04,-6.43,0,-0.76,0.77,-3.05,0.79,0,-2.34,0.8,-1.59
KOPI,2020,-0.81,-1.63,-4.13,-4.31,0,-8.11,-0.98,0.99,-9.8,-2.61,0,12.72
KOPI,2021,11.88,-1.77,0.9,-3.57,1.85,0.91,0,12.61,-23.2,27.08,-4.92,11.21
KOPI,2022,-10.08,6.9,-10.48,0.9,-2.68,-7.34,8.91,-5.45,-1.92,-0.98,27.72,-3.88
KOPI,2023,-19.35,-2,-7.35,-23.35,37.93,-27.5,1.72,-2.82,4.65,-5.56,17.65,-12
KOTA,2019,,,,,,,102,16.34,28.72,14.05,-2.17,23.7
KOTA,2020,-7.78,-13.64,-22.56,-2.91,40,-7.14,03.08,-4.48,-11.72,-42.65,-38.89,70.71
KOTA,2021,56.8,33.96,-30.42,-36.44,-36.94,-26.77,6.21,22.08,-19.68,-7.28,-29.29,-20.2
KOTA,2022,-25.32,-15.25,0,0,0,0,0,0,0,0,0,0
KOTA,2023,0,0,0,0,0,0,0,0,0,0,0,0
KPAL,2019,0,-4,-2.78,-28.57,-9.5,38.12,87.2,36.75,-6.25,-15,-39.61,-55.19
KPAL,2020,24.64,-16.86,-29.37,-29.7,-19.72,24.56,-12.68,-9.68,-10.71,0,2,-1.96
KPAL,2021,0,0,0,0,0,0,0,0,0,0,0,0
KPAL,2022,0,0,0,0,0,0,0,0,0,0,0,0
KPAL,2023,0,0,0,0,0,0,0,0,0,0,0,0
KPAS,2019,-63.6,-8.91,-4.35,-17.61,-9.66,-6.11,04.07,-12.5,-7.14,-8.65,-30.53,-1.52
KPAS,2020,-10.77,-13.79,0,0,0,0,0,0,14,-5.26,18.52,6.25
KPAS,2021,-19.12,3.64,40.35,-11.25,-11.27,1.59,-9.38,6.9,0,0,0,0
KPAS,2022,0,0,0,0,0,0,0,0,0,0,0,0
KPAS,2023,0,0,0,0,0,0,0,0,0,0,0,0
KPIG,2019,-2.88,-3.7,-0.77,2.33,0.76,0.75,0,9.7,-4.08,-3.55,-13.24,15.25
KPIG,2020,6.62,-15.86,-2.46,-4.2,0,-1.75,-4.46,-1.87,-0.95,0,0.96,0.95
KPIG,2021,-4.72,41.58,-28.67,7.84,-0.91,3.67,-7.08,13.33,-10.92,-3.77,-8.82,01.08
KPIG,2022,-3.19,15.38,-2.86,-13.73,1.14,-3.37,8.14,-4.3,-6.74,0,-4.82,-10.13
KPIG,2023,07.04,-9.21,1.45,0,-2.86,-1.47,2.99,1.45,-2.86,-1.47,1.49,-8.82
KRAH,2019,3.69,-1.58,-0.4,-10.48,3.6,0.43,2.6,-5.06,-44.44,-32.4,65.68,17.86
KRAH,2020,-3.03,-5,-63.49,-11.71,04.08,-1.96,-5.2,-8.02,0,0,0,0
KRAH,2021,0,0,0,0,0,0,0,0,0,0,0,0
KRAH,2022,0,0,0,0,0,0,0,0,0,0,0,0
KRAH,2023,0,0,0,0,0,0,0,0,0,0,0,0
KRAS,2019,22.89,-3.24,-3.35,-5.19,-8.22,3.98,-17.22,1.16,0,-1.14,-24.86,16.92
KRAS,2020,-10.53,-15.44,-35.22,14.77,12.28,43.75,37.68,2.11,-26.29,25.87,14.44,3.88
KRAS,2021,35.51,21.55,-14.18,4.13,0.79,-21.57,-2.81,9.5,-4.72,3.96,-7.43,-15.23
KRAS,2022,-13.59,1.69,-2.76,7.95,4.21,-10.61,9.6,13.4,-10.45,-4.57,-6.91,-6.86
KRAS,2023,-3.07,-2.53,-5.84,-2.07,-22.54,-8.18,7.92,-4.59,-6.25,-13.33,-7.69,-8.97
KREN,2019,-5.34,-0.81,-1.63,-4.13,2.59,-8.4,5.5,-8.7,4.76,-9.09,1,-0.99
KREN,2020,-4,-1.67,-43.64,-49.25,-48.89,124.64,-30.32,12.96,-21.31,-8.33,4.55,-8.7
KREN,2021,-17.86,7.25,-4.05,109.86,-16.78,8.87,21.48,6.1,-25.86,-17.83,-8.49,-1.03
KREN,2022,-18.75,-2.56,-19.74,-18.03,0,0,0,0,2,-1.96,0,0
KREN,2023,0,0,0,0,0,0,0,0,0,0,0,0
KRYA,2022,,,,,,,-18.4,129.41,15.38,25.19,53.85,-1.92
KRYA,2023,-48.63,-47.33,-26.09,-16.67,-14.12,15.07,-5.95,-11.39,0,-8.57,6.25,-16.18
KUAS,2021,,,,,,,,,,11.79,11.01,-70.25
KUAS,2022,6.94,-2.6,-6.67,2.86,1.39,2.74,-2.67,0,9.59,-12.5,-11.43,-11.29
KUAS,2023,5.45,-3.45,-5.36,-3.77,1.96,1.92,1.89,-1.85,-1.89,0,1.92,-5.66
LABA,2021,,,,,,77.6,98.2,50,-66.67,-8.18,-31.68,-28.99
LABA,2022,55.1,-16.45,-7.09,-7.63,59.63,-17.24,13.89,-1.83,-9.94,-8.28,-15.79,-13.39
LABA,2023,-2.06,-14.74,-9.88,-9.59,-10.61,-13.56,-1.96,0,0,0,2,-1.96
LAJU,2023,30,129.23,9.4,-5.52,-44.48,-38.6,-40.95,-6.45,22.41,-1.41,-5.71,-7.58
LAND,2019,27.84,8.89,-18.37,-6.5,13.9,32.86,20.14,-0.59,-14.79,-16.67,3.33,-20.56
LAND,2020,-10.66,-30.68,-18.03,-40.8,7.43,-32.7,-4.67,-3.43,3.55,-13.24,10.73,-10.2
LAND,2021,18.18,-8.65,-30,-15.79,-8.93,-1.96,-20,33.75,-6.54,-3,-9.28,0
LAND,2022,-18.18,-9.72,7.69,45.71,105.88,-17.62,-8.67,-38.61,-23.71,-31.08,-1.96,0
LAND,2023,0,0,0,0,0,0,0,0,0,0,-10,-66.67
LAPD,2019,0,0,0,0,0,0,0,0,0,0,0,0
LAPD,2020,0,0,0,0,0,0,0,0,0,0,0,0
LAPD,2021,0,0,0,0,0,0,0,0,0,0,0,0
LAPD,2022,0,0,0,0,0,0,0,0,0,0,0,0
LAPD,2023,0,0,0,0,0,0,0,0,0,0,-84,-25
LCGP,2019,-0.77,-2.33,-11.11,1.79,0,0,0,0,0,0,0,0
LCGP,2020,0,0,0,0,0,0,0,0,0,0,0,0
LCGP,2021,0,0,0,0,0,0,0,0,0,0,0,0
LCGP,2022,0,0,0,0,0,0,0,0,0,0,0,0
LCGP,2023,0,0,0,0,0,0,0,0,0,0,0,0
LCKM,2019,15.11,1.88,0,0.61,-0.61,0,-5.52,5.84,-0.61,0.62,0,-19.63
LCKM,2020,24.43,03.07,-4.17,-4.35,15.58,2.81,1.64,1.61,-6.88,0,1.14,2.81
LCKM,2021,4.37,-26.7,-8.57,-3.12,20.16,-10.07,15.67,3.23,5,-6.55,-1.27,-5.16
LCKM,2022,-2.04,0.69,4.83,-1.32,-1.33,-4.73,0.71,2.82,0,6.16,0,0
LCKM,2023,-3.87,3.36,0,0,0.65,-7.74,0,8.39,-1.94,-5.92,1.4,-1.38
LEAD,2019,28,32.81,-21.18,-7.46,-6.45,1.72,-10.17,-5.66,0,0,0,0
LEAD,2020,0,0,0,0,0,0,0,0,0,0,0,0
LEAD,2021,0,0,0,0,0,0,0,0,0,0,10,1.82
LEAD,2022,-7.14,-1.92,0,-1.96,0,20,-11.67,1.89,68.52,-1.1,-2.22,-22.73
LEAD,2023,1.47,-18.84,-7.14,-3.85,0,0,0,34,29.85,-14.94,-16.22,0
LFLO,2021,,,,2,-0.98,-14.85,-13.95,13.51,-1.19,06.02,32.95,-17.95
LFLO,2022,22.92,-11.02,0.95,-17.92,-1.15,-12.79,-2.67,-5.48,-1.45,-14.71,5.17,-6.56
LFLO,2023,-3.51,09.09,-15,0,-1.96,0,2,5.88,0,-12.96,59.57,-20
LIFE,2019,,,,,,,0.83,-1.64,-47.92,-18.4,10.29,8.44
LIFE,2020,-4.92,-2.59,-2.65,-6.82,-3.41,54.55,-20.26,2.46,-21.28,15.85,-13.33,-3.04
LIFE,2021,-2.09,-18.55,9.95,8.1,12.33,32.84,-8.49,1.61,7.14,-20,11.11,2.92
LIFE,2022,-1.21,0,-15.98,15.12,0,-1.69,12.07,-6.15,-3.28,4.66,-1.21,-15.16
LIFE,2023,17.87,-5.33,0,-3.9,10.81,0,0,-1.63,0,-0.41,0,0
LINK,2019,-11.02,-1.38,4.42,-3.12,2.3,-4.49,6.35,-10.4,1.23,7.32,-5,-5.26
LINK,2020,-7.32,-4.9,-24.64,5.7,-13.31,-6.64,-15.33,-4.2,-3.29,18.98,15.24,-0.41
LINK,2021,18.26,15.79,-3.03,25,8.5,-0.92,6.98,-11.96,-0.49,-3.47,13.11,-9.09
LINK,2022,10.25,-0.91,-1.83,6.99,0.87,0.86,-0.43,2.15,-19.16,-31.77,15.65,-13.53
LINK,2023,-18.7,-5.16,0.99,-1.96,-10,-9.44,15.64,-6.9,-2.56,-7.89,0,-15.87
LION,2019,-4.41,-1.54,-3.91,-3.25,-5.88,-0.89,-2.7,3.7,-8.04,-7.57,-1.26,-0.43
LION,2020,-3.42,6.19,-37.5,-18.67,-3.28,35.59,6.25,-21.18,4.48,-5,03.01,26.28
LION,2021,8.67,2.13,-10.42,1.74,13.14,1.52,-3.98,-8.29,5.65,-7.49,2.31,-3.39
LION,2022,-4.68,-3.68,3.18,-0.62,-3.11,20.51,0,2.66,8.81,-4.76,27.5,65.69
LION,2023,-14.2,11.72,-8.64,-25.68,21.82,-7.46,-8.06,-0.88,15.04,-13.85,6.25,-3.36
LMAS,2019,3.45,0,-5,1.75,3.45,1.67,0,-1.64,-3.33,-6.9,61.11,72.41
LMAS,2020,-30,-44.76,-13.79,0,0,34,-25.37,0,0,0,0,0
LMAS,2021,0,0,0,0,0,250,-40,6.67,-9.82,0,-19.8,19.75
LMAS,2022,-17.53,-28.75,-7.02,-5.66,0,0,0,0,0,0,0,0
LMAS,2023,0,0,0,0,0,0,0,0,0,0,0,0
LMAX,2023,,,,,,,,49,-28.19,-12.62,6.95,-33.5
LMPI,2019,1.39,2.74,3.33,-7.1,2.78,-8.11,5.88,-2.08,0.71,-11.27,-20.63,-11
LMPI,2020,6.74,-8.42,3.45,-7.78,06.02,-6.82,0,-8.54,12,-10.71,9.33,3.66
LMPI,2021,52.94,-13.85,32.14,3.38,-0.65,9.87,7.78,8.33,3.59,-6.44,01.06,02.09
LMPI,2022,-0.51,-2.06,-3.68,-5.46,-0.58,-1.74,-1.18,-2.4,-12.27,-1.4,-3.55,-14.71
LMPI,2023,8.62,3.17,-10.77,7.76,5.6,2.27,-0.74,2.24,1.46,-1.44,-13.87,-5.93
LMSH,2019,3.45,-2.5,5.98,-5.65,0.85,-12.71,-10.29,8.23,1,-4.95,-23.33,29.35
LMSH,2020,-20.59,-58.47,154.78,-38,-2.42,24.79,-17.22,-4,5,4.76,17.42,35.48
LMSH,2021,-16.67,5.71,-6.49,-0.58,177.62,-39.79,26.09,-16.55,37.19,-10.24,-8.72,10.29
LMSH,2022,-4,0,-1.39,0.7,-1.4,-4.26,-8.15,16.13,-6.94,6.72,-4.2,-10.22
LMSH,2023,-1.63,-17.36,3,-4.08,6.28,-15.05,-8.07,-2.44,10,2.27,-2.22,0
LOPI,2023,,,,,,,,,,-10,-20,-13.89
LPCK,2019,61.36,11.76,-30.45,0,-14.32,-5.05,10.3,-19.28,-8.96,6.56,-22.69,1
LPCK,2020,-27.09,-12.16,-35.38,66.67,0.71,21.28,-4.68,10.43,-15,5.23,78.88,-1.39
LPCK,2021,-26.06,5.71,2.25,20.7,-21.53,-5.58,-8.37,-10.75,13.25,6.91,39.3,-13.93
LPCK,2022,5.39,-1.57,-6,-0.85,12.45,-19.85,8.1,4.41,-3.8,-3.95,-0.46,-8.26
LPCK,2023,-4,-3.12,-8.6,-4.71,10.49,8.38,2.58,-1.51,-16.33,9.76,-12.22,1.27
LPGI,2019,0,-13.95,-24.32,7.14,20,13.89,-7.32,-2.63,5.41,-12.82,11.76,-5.26
LPGI,2020,-2.5,3.99,0,-4.11,13.71,-4.52,0,-6.84,-5.08,1.19,-0.88,0.59
LPGI,2021,-4.13,-0.31,1.54,10.64,-0.55,12.43,-13.51,6.53,1.33,2.63,2.56,22.5
LPGI,2022,27.04,38.96,16.76,-2.48,01.02,0.5,-50,0,0,6,5.66,4.46
LPGI,2023,0.43,2.13,5,1.19,0.39,-5.47,-3.31,-0.43,-9.01,-6.98,-15.21,-3.11
LPIN,2019,-9.55,-5.56,5.88,30,-76.41,-0.72,6.57,02.05,-6.04,-2.14,0,3.65
LPIN,2020,-19.01,-13.91,-9.09,-1.67,12.99,19,-0.84,-5.08,-8.93,4.9,17.76,-3.17
LPIN,2021,0.82,3.25,-2.36,04.03,24.03,6.25,92.65,-39.24,-5.53,1.6,193.19,4.91
LPIN,2022,-33.62,-44.1,1.38,5.88,7.91,-13.66,3.67,-3.1,-8.68,0,3.5,-5.8
LPIN,2023,-1.54,-1.04,-0.53,6.88,-1.49,0.5,4,-6.73,-3.09,-2.13,-2.72,1.12
LPKR,2019,10.24,11.43,-7.69,13.89,-1.83,-18.01,06.06,-9.29,-7.09,0,3.39,-0.82
LPKR,2020,-4.96,-0.87,-41.67,21.8,13.58,-7.07,-19.3,13.77,-24.2,13.45,73.33,-8.55
LPKR,2021,-18.22,15.43,-4.46,10.88,-23.36,-6.1,-3.25,-10.74,15.04,-3.27,0,-4.73
LPKR,2022,-6.38,-1.52,0.77,-5.34,0,-9.68,-6.25,9.52,-13.04,0,-3,-18.56
LPKR,2023,3.8,-1.22,13.58,01.09,0,0,6.45,-1.01,-4.08,-6.38,0,10.23
LPLI,2019,6.54,49.12,-20,2.94,-0.71,-12.95,14.88,-19.42,11.61,-4,-19.17,5.15
LPLI,2020,0,-48.04,54.72,-10.98,6.85,-2.56,0,3.95,1.27,-1.25,7.59,0
LPLI,2021,0,18.82,34.65,-2.21,41.35,44.68,29.41,-17.05,-9.59,-0.76,16.03,-9.87
LPLI,2022,-12.41,1.67,2.46,10.4,-2.9,-9.7,18.18,2.8,-2.04,-4.17,3.62,-4.2
LPLI,2023,0,-5.11,2.31,-9.02,0.83,3.28,16.67,-19.73,-2.54,-0.87,6.14,-3.31
LPPF,2019,25,-17.86,-28.87,-0.49,-7.86,-8,8.12,-19.03,13.58,6.12,-3.02,19.26
LPPF,2020,-30.17,6.8,-57.48,-8.61,18.85,11.38,-19.2,-3.07,-22.53,02.04,26.5,0.79
LPPF,2021,-10.2,10.04,6.35,34.33,-3.61,12.68,-7.67,55.68,-0.36,8.93,28.85,5.6
LPPF,2022,-8.67,20.58,35.67,-6.45,-6.9,-7.59,-9.02,-15.64,0.52,21.3,10.81,-8.21
LPPF,2023,-7.58,17.88,-4.73,-17.85,-8.64,-8.65,-10.65,-13.91,-7.69,-17.08,-16.08,19.76
LPPS,2019,2.94,0.95,-6.6,-1.01,5.1,-5.83,-2.06,-2.11,-2.15,2.2,-11.83,-2.44
LPPS,2020,0,-7.5,-1.35,-4.11,2.86,15.28,-9.64,12,-3.57,0,0,8.64
LPPS,2021,-9.09,1.25,11.11,8.89,18.37,-2.59,3.54,-5.98,-1.82,-5.56,11.76,-1.75
LPPS,2022,-8.93,-1.96,0,-1,04.04,-12.62,2.22,01.09,-4.3,-6.74,-1.2,-1.22
LPPS,2023,-4.94,-1.3,-13.16,1.52,-1.49,03.03,-2.94,-3.03,0,1.56,9.23,-8.45
LRNA,2019,1.87,1.83,-4.5,31.13,16.55,-13.58,0,1.43,2.11,-3.45,-14.29,9.17
LRNA,2020,52.67,-16,-16.67,11.43,-5.13,-17.57,19.67,22.6,-26.82,-9.16,26.05,33.33
LRNA,2021,-19,1.23,14.63,-2.66,5.46,02.07,-7.11,-2.19,0,5.59,0.53,6.32
LRNA,2022,-6.44,-6.88,7.95,0,2.11,0,19.59,-18.1,-4.74,0,7.18,-3.09
LRNA,2023,-4.79,-1.12,-4.52,-1.18,-1.2,2.42,15.38,-1.54,-6.25,30,-18.38,-5.76
LSIP,2019,17.6,-17.01,-14.75,4.81,05.05,-2.18,-5.36,13.68,6.64,05.06,1.48,8.39
LSIP,2020,-20.88,-17.45,-13.4,-15.48,-2.82,20.29,19.28,-1.01,-7.65,8.29,21.43,15.55
LSIP,2021,-2.91,-0.75,-3.4,1.95,-8.81,-13.87,9.76,-2.67,11.42,14.34,-11.11,-4.44
LSIP,2022,6.33,12.7,-0.35,-2.47,3.26,-18.6,8.62,-6.35,-8.47,4.63,-3.98,-6.45
LSIP,2023,4.43,0.47,-4.23,-0.49,-5.42,4.17,4,-1.92,-0.49,-9.85,0.55,-3.26
LTLS,2019,-5.69,3.45,5.83,8.66,-11.59,-0.82,5.79,1.56,0.77,2.29,-7.46,-1.61
LTLS,2020,-1.64,-15,-11.76,-6.67,-2.38,9.76,-2.22,2.27,-5.33,0.47,8.41,5.6
LTLS,2021,-1.22,4.34,-1.39,1.41,9.9,-4.5,16.04,-4.07,05.08,0,12.1,2.88
LTLS,2022,-4.2,2.19,10,19.48,45.11,-8.24,11.02,3.68,3.9,-1.37,-1.38,-2.46
LTLS,2023,-6.12,8.81,-5.63,-3.36,-11.2,-3.91,-4.98,-5.24,03.02,1.95,5.26,18.64
LUCK,2019,-2.11,-5.76,7.63,29.79,17.49,75.35,5.31,-26.45,1.37,-12.16,-60,-23.08
LUCK,2020,77.5,-39.44,9.3,-23.4,-11.11,-0.62,-5.66,-24,-22.81,-7.95,9.88,-3.93
LUCK,2021,-29.82,5,8.73,0,101.46,-16.67,-12.17,28.71,-13.85,29.46,48.97,-14.35
LUCK,2022,-16.76,15.58,-19.66,-22.38,4.5,-6.9,-3.7,0,-8.17,-17.8,-2.55,-16.34
LUCK,2023,-10.94,5.26,-15.83,-1.98,-7.07,-1.09,-1.1,-1.11,-8.99,4.94,-1.18,-15.48
LUCY,2021,,,,,-53,-6.38,-20.45,40,16.33,-10.53,-5.88,16.67
LUCY,2022,28.57,-4.17,65.22,-7.02,7.55,-3.51,87.27,-5.34,-7.69,5.56,15.79,-10.45
LUCY,2023,-2.54,-6.77,-3.91,5.81,-2.75,-14.12,-16.45,0,29.92,-19.39,13.53,-4.64
MABA,2019,-37.27,-60.14,10.91,-18.03,0,0,0,0,0,0,0,0
MABA,2020,0,0,0,0,0,0,0,0,0,0,0,0
MABA,2021,0,0,0,0,0,0,0,0,0,0,0,0
MABA,2022,0,0,0,0,0,0,0,0,0,0,0,0
MABA,2023,0,0,0,0,0,0,0,0,0,0,0,0
MAGP,2019,0,0,0,0,0,0,0,0,0,0,0,0
MAGP,2020,0,0,0,0,0,0,0,0,0,0,0,0
MAGP,2021,0,0,0,0,0,0,0,0,0,0,0,0
MAGP,2022,0,0,0,0,0,0,0,0,0,0,0,0
MAGP,2023,0,0,0,0,0,0,0,0,0,0,0,0
MAHA,2023,,,,,,,132.2,-13.87,-15.68,1.51,1.98,-6.31
MAIN,2019,26.16,-15.91,-10.14,-9.4,-15.77,8.37,0.91,-16.67,-1.08,21.31,-8.56,-0.99
MAIN,2020,-10.95,-24.02,-40.29,40.39,-11.4,15.84,4.27,0.82,-17.07,7.84,18.18,13.85
MAIN,2021,-11.49,6.11,7.19,20.81,-3.89,-17.92,1.41,3.47,7.38,-5.63,-7.95,-3.6
MAIN,2022,-2.24,1.53,4.51,-7.91,-1.56,-3.17,0,0,-0.82,-9.92,0,-10.09
MAIN,2023,-1.63,-2.49,-5.11,-1.79,-2.28,0,7.94,0.87,1.29,-5.93,15.99,0
MAMI,2019,9.17,-2.29,-0.78,21.26,-16.88,-25.78,-5.26,0,100,32.22,54.62,-86.41
MAMI,2020,0,0,0,0,0,0,0,0,0,0,0,0
MAMI,2021,0,0,0,0,0,0,0,0,0,0,0,0
MAMI,2022,0,0,0,0,0,0,0,0,0,0,0,0
MAMI,2023,0,0,0,0,0,0,0,0,0,0,0,0
MAMIP,2019,0,0,0,0,0,0,0,0,0,0,0,0
MAMIP,2020,0,0,0,0,0,0,0,0,0,0,0,0
MAMIP,2021,0,0,0,0,0,0,0,0,0,0,0,0
MAMIP,2022,0,0,0,0,0,0,0,0,0,0,0,0
MAMIP,2023,0,0,0,0,0,0,0,0,0,0,0,0
MAPA,2019,16.22,31.4,41.59,-23.12,-10.16,4.98,-5.17,3.18,-8.37,5.29,0.46,-3.64
MAPA,2020,-16.98,-20.68,-43.7,22.14,-0.83,6.3,-13.04,3.18,-12.33,04.02,24.15,-5.45
MAPA,2021,-1.65,02.09,-11.89,9.3,-7.66,-14.75,-11.62,29.66,21.23,26.46,-23.38,02.01
MAPA,2022,-6.3,7.14,1.57,18.92,2.92,-0.32,2.53,4.94,-16.76,13.07,28.75,-6.55
MAPA,2023,-1.3,28.68,-1.23,-4.76,36.96,7.94,-88.09,0,-1.23,-6.87,12.75,-2.38
MAPB,2019,3.35,2.43,-7.92,8.88,-3.68,-4.64,2.29,-1.96,1.14,-2.26,-0.29,-2.03
MAPB,2020,-2.96,-8.54,-3.33,7.93,-0.32,2.56,-15.94,-3.35,-10.38,7.3,8.4,0
MAPB,2021,-1.48,-4.12,13.67,-6.87,2.95,-5.73,6.46,17.5,2.74,0.59,-8.24,3.21
MAPB,2022,-4.97,2.94,-0.95,-1.92,13.07,-8.96,-3.17,-1.64,28.67,-11.66,11.14,0
MAPB,2023,34.04,-4.33,-3.7,-0.43,-3.43,-5.33,-2.82,3.38,-0.93,-7.08,-2.79,1.31
MAPI,2019,24.84,5.47,-8.49,2.58,-11.56,2.27,5,4.76,04.04,-2.91,1.5,3.94
MAPI,2020,-9,-16.67,-41,38.77,10.69,7.59,-12.18,-0.73,-16.18,14.91,22.9,-1.86
MAPI,2021,-2.53,4.55,-8.07,8.11,-12.5,-10.71,-0.8,19.35,5.41,12.82,-15.91,-4.05
MAPI,2022,9.86,0.64,12.1,2.27,0,8.89,-9.18,13.48,4.95,13.68,20.33,-0.34
MAPI,2023,-10.03,16.15,0,-9.27,29.56,-4.79,17.16,-2.27,-5.94,-4.67,0.58,2.58
MARI,2019,-4.65,4.88,-0.78,-0.78,-3.94,1.64,-3.23,8.33,-0.77,-16.28,-7.41,-5
MARI,2020,-5.26,-6.67,-5.95,-6.33,-8.11,-50,-26.47,0,0,0,0,80
MARI,2021,2.22,139.13,2.73,29.2,16.44,-6.47,45.91,19.61,-12.07,-0.82,-4.96,3.48
MARI,2022,-15.13,-18.32,-7.27,-18.3,-19.2,-11.88,-7.3,14.55,-16.93,-24.2,15.97,-7.25
MARI,2023,-0.78,-3.94,-20.49,-17.53,-21.25,1.59,3.12,-1.52,40,-29.67,-1.56,-20.63
MARK,2019,8.31,-77.02,-0.4,1.63,-1.2,0,-0.81,0,-2.04,-1.25,-2.11,-2.59
MARK,2020,-0.44,2.22,-23.91,-2.29,65.2,-16.81,96.81,-5.95,-5.17,5.45,-1.72,-1.75
MARK,2021,14.29,7.29,-1.46,-2.96,-3.55,-4.74,1.1,0,2.19,30.48,-3.69,-8.51
